,date,month,year,bu,Conformance CALC,System Outage (hrs),Unplanned out % CALC,Shrinkage % CALC,aht,Attrition %
2670,2020-01-17,January,2020,RCS PHONES,#DIV/0!,0.0,6%,32%,,0.105263158
2671,2020-01-17,January,2020,RIS,0.99311396,0.433333333,18%,34%,687.0,0.015625
2672,2020-01-17,January,2020,SCS,#DIV/0!,0.0,14%,49%,,
2673,2020-01-17,January,2020,WISE,0.948168545,0.0,15%,33%,541.4239793842398,0.007092199
2688,2020-01-20,January,2020,Client Transactions,0.079625454,0.0,0%,15%,68.40662983425415,0.05
2689,2020-01-20,January,2020,Participant Transactions,1.130214559,0.0,0%,6%,310.00562851782365,0.034482759
2690,2020-01-20,January,2020,RAM,0.975427947,0.0,3%,26%,867.4211787254433,0.025316456
2691,2020-01-20,January,2020,RCS PHONES,#DIV/0!,0.0,4%,18%,,0.105263158
2692,2020-01-20,January,2020,RIS,1.002295969,0.0,2%,14%,627.0,0.015625
2693,2020-01-20,January,2020,SCS,#DIV/0!,0.0,0%,10%,,
2694,2020-01-20,January,2020,WISE,0.943431158,0.0,5%,23%,511.33908984830805,0.007092199
2695,2020-01-21,January,2020,Client Transactions,1.097228985,0.0,11%,40%,360.8689061859894,0.05
2696,2020-01-21,January,2020,Participant Transactions,1.013702617,0.0,3%,23%,496.8371757925072,0.034482759
2697,2020-01-21,January,2020,RAM,0.886620429,0.0,8%,34%,911.3446531791908,0.025316456
2698,2020-01-21,January,2020,RCS PHONES,#DIV/0!,0.0,11%,22%,,0.105263158
2699,2020-01-21,January,2020,RIS,0.98359911,2.85,12%,30%,686.0,0.015625
2700,2020-01-21,January,2020,SCS,#DIV/0!,0.0,11%,41%,,
2701,2020-01-21,January,2020,WISE,0.945783229,0.0,12%,28%,554.8102100089366,0.007092199
2702,2020-01-22,January,2020,Client Transactions,0.996849215,0.0,1%,29%,351.47169074580245,0.05
2703,2020-01-22,January,2020,Participant Transactions,0.954248383,0.0,4%,29%,492.97196261682245,0.034482759
2704,2020-01-22,January,2020,RAM,0.945242982,3.0,4%,35%,867.2176526415691,0.025316456
2705,2020-01-22,January,2020,RCS PHONES,#DIV/0!,0.0,6%,38%,,0.105263158
2706,2020-01-22,January,2020,RIS,0.989805008,0.0,5%,26%,630.0,0.015625
2707,2020-01-22,January,2020,SCS,#DIV/0!,0.0,9%,46%,,
2708,2020-01-22,January,2020,WISE,0.948305065,0.0,12%,28%,519.7888502639372,0.007092199
2709,2020-01-23,January,2020,Client Transactions,0.974067329,0.0,0%,22%,417.22752688172045,0.05
2710,2020-01-23,January,2020,Participant Transactions,0.963214856,0.0,6%,27%,578.356108597285,0.034482759
2711,2020-01-23,January,2020,RAM,0.971838997,0.0,7%,33%,907.8774857954545,0.025316456
2712,2020-01-23,January,2020,RCS PHONES,#DIV/0!,0.0,9%,40%,,0.105263158
2713,2020-01-23,January,2020,RIS,0.98168059,0.316666667,6%,31%,636.0,0.015625
2714,2020-01-23,January,2020,SCS,#DIV/0!,0.3,9%,47%,,
2715,2020-01-23,January,2020,WISE,0.945069782,0.5,10%,26%,540.9219707057257,0.007092199
2716,2020-01-24,January,2020,Client Transactions,0.897108682,0.0,3%,29%,297.5011210762332,0.05
2717,2020-01-24,January,2020,Participant Transactions,1.035185679,0.0,5%,30%,478.23181169757487,0.034482759
2718,2020-01-24,January,2020,RAM,0.979565182,0.0,8%,36%,824.4560402684564,0.025316456
2719,2020-01-24,January,2020,RCS PHONES,#DIV/0!,0.333333333,17%,49%,,0.105263158
2720,2020-01-24,January,2020,RIS,0.975497901,0.0,7%,32%,651.0,0.015625
2721,2020-01-24,January,2020,SCS,#DIV/0!,0.0,10%,48%,,
2722,2020-01-24,January,2020,WISE,0.958214495,0.0,12%,30%,545.9925864909391,0.007092199
2737,2020-01-27,January,2020,Client Transactions,0.986435114,0.0,5%,32%,285.79852744310574,0.05
2738,2020-01-27,January,2020,Participant Transactions,0.993318533,0.0,8%,24%,405.8061446438282,0.034482759
2739,2020-01-27,January,2020,RAM,0.961924114,0.0,11%,25%,859.4744458128079,0.025316456
2740,2020-01-27,January,2020,RCS PHONES,#DIV/0!,0.0,5%,29%,,0.105263158
2741,2020-01-27,January,2020,RIS,0.976828844,0.333333333,13%,33%,667.0,0.015625
2742,2020-01-27,January,2020,SCS,#DIV/0!,1.75,18%,42%,,
2743,2020-01-27,January,2020,WISE,0.943768259,0.0,12%,23%,534.6477699888245,0.007092199
2744,2020-01-28,January,2020,Client Transactions,0.885017248,0.0,5%,32%,300.35098569771935,0.05
2745,2020-01-28,January,2020,Participant Transactions,0.916375654,0.0,12%,33%,434.5997770345596,0.034482759
2746,2020-01-28,January,2020,RAM,0.951089118,0.0,4%,41%,843.4428518926865,0.025316456
2747,2020-01-28,January,2020,RCS PHONES,#DIV/0!,0.0,7%,41%,,0.105263158
2748,2020-01-28,January,2020,RIS,0.984522187,0.35,6%,28%,672.0,0.015625
2749,2020-01-28,January,2020,SCS,#DIV/0!,0.0,10%,45%,,
2750,2020-01-28,January,2020,WISE,0.963353417,0.0,10%,27%,542.6416232844297,0.007092199
2751,2020-01-29,January,2020,Client Transactions,0.967176261,0.0,8%,31%,388.7818761384335,0.05
2752,2020-01-29,January,2020,Participant Transactions,0.984677738,0.0,7%,31%,492.5287784679089,0.034482759
2753,2020-01-29,January,2020,RAM,0.946121449,0.0,5%,37%,847.1995490417137,0.025316456
2754,2020-01-29,January,2020,RCS PHONES,#DIV/0!,0.0,0%,40%,,0.105263158
2755,2020-01-29,January,2020,RIS,0.987102118,0.0,6%,28%,639.0,0.015625
2756,2020-01-29,January,2020,SCS,#DIV/0!,0.833333333,5%,45%,,
2757,2020-01-29,January,2020,WISE,0.969149519,0.0,6%,26%,543.1445954692557,0.007092199
2758,2020-01-30,January,2020,Client Transactions,0.965330465,0.0,5%,22%,444.5473289597001,0.05
2759,2020-01-30,January,2020,Participant Transactions,0.971550871,0.0,6%,32%,520.7926391382406,0.034482759
2760,2020-01-30,January,2020,RAM,0.957534979,0.0,6%,41%,895.7424308907415,0.025316456
2761,2020-01-30,January,2020,RCS PHONES,#DIV/0!,0.0,2%,41%,,0.105263158
2762,2020-01-30,January,2020,RIS,0.999723715,0.916666667,5%,32%,648.0,0.015625
2763,2020-01-30,January,2020,SCS,#DIV/0!,0.0,5%,42%,,
2764,2020-01-30,January,2020,WISE,0.973323184,0.0,7%,27%,535.9077157923953,0.007092199
2765,2020-01-31,January,2020,Client Transactions,0.95386889,0.0,11%,32%,291.0746858168761,0.05
2766,2020-01-31,January,2020,Participant Transactions,0.972244425,0.583333333,6%,33%,489.5110521662246,0.034482759
2767,2020-01-31,January,2020,RAM,0.996137205,0.0,8%,40%,894.8396761133603,0.025316456
2768,2020-01-31,January,2020,RCS PHONES,#DIV/0!,0.0,1%,35%,,0.105263158
2769,2020-01-31,January,2020,RIS,0.993866354,0.0,10%,35%,663.0,0.015625
2770,2020-01-31,January,2020,SCS,#DIV/0!,0.0,9%,45%,,
2771,2020-01-31,January,2020,WISE,0.964197023,0.0,10%,30%,531.8787996882307,0.007092199
2786,2020-02-03,February,2020,Client Transactions,0.942273397,0.0,8%,31%,319.2942345924453,0.048780488
2787,2020-02-03,February,2020,Participant Transactions,0.97184461,0.0,2%,26%,480.60709117221415,0.034482759
2788,2020-02-03,February,2020,RAM,0.966188737,0.0,11%,27%,1034.523346303502,0.022222222000000003
2789,2020-02-03,February,2020,RCS PHONES,#DIV/0!,0.36666666700000006,34%,49%,,0.105263158
2790,2020-02-03,February,2020,RIS,0.977237285,0.683333333,15%,28%,667.0,0.017241378999999998
2791,2020-02-03,February,2020,SCS,#DIV/0!,0.3,16%,39%,,
2792,2020-02-03,February,2020,WISE,0.96222809,0.41666666700000005,15%,30%,553.4681345318654,0.006944444
2793,2020-02-04,February,2020,Client Transactions,0.969707877,0.0,11%,32%,345.55896751223855,0.048780488
2794,2020-02-04,February,2020,Participant Transactions,0.982364266,0.0,5%,23%,473.9418831168831,0.034482759
2795,2020-02-04,February,2020,RAM,0.965707577,0.0,13%,35%,934.6467412263787,0.022222222000000003
2796,2020-02-04,February,2020,RCS PHONES,#DIV/0!,0.0,26%,53%,,0.105263158
2797,2020-02-04,February,2020,RIS,0.963120003,1.083333333,17%,31%,620.0,0.017241378999999998
2798,2020-02-04,February,2020,SCS,#DIV/0!,0.0,6%,38%,,
2799,2020-02-04,February,2020,WISE,0.944497077,0.0,16%,31%,566.9875604699378,0.006944444
2800,2020-02-05,February,2020,Client Transactions,0.976378328,0.0,3%,27%,365.8899120971118,0.048780488
2801,2020-02-05,February,2020,Participant Transactions,1.007850967,0.0,4%,26%,409.29663705583755,0.034482759
2802,2020-02-05,February,2020,RAM,0.946607867,0.0,4%,36%,885.7286527514232,0.022222222000000003
2803,2020-02-05,February,2020,RCS PHONES,#DIV/0!,0.36666666700000006,7%,39%,,0.105263158
2804,2020-02-05,February,2020,RIS,0.964789146,1.5833333330000001,9%,28%,628.0,0.017241378999999998
2805,2020-02-05,February,2020,SCS,#DIV/0!,1.5,3%,39%,,
2806,2020-02-05,February,2020,WISE,0.962710814,0.0,8%,27%,538.9987228607919,0.006944444
2807,2020-02-06,February,2020,Client Transactions,0.825766423,0.0,6%,27%,370.1229919678715,0.048780488
2808,2020-02-06,February,2020,Participant Transactions,0.981637427,0.0,11%,31%,501.4845478824876,0.034482759
2809,2020-02-06,February,2020,RAM,0.961125531,0.0,5%,35%,845.7124600638978,0.022222222000000003
2810,2020-02-06,February,2020,RCS PHONES,#DIV/0!,0.283333333,8%,50%,,0.105263158
2811,2020-02-06,February,2020,RIS,0.99584066,0.0,8%,32%,616.0,0.017241378999999998
2812,2020-02-06,February,2020,SCS,#DIV/0!,0.583333333,8%,41%,,
2813,2020-02-06,February,2020,WISE,0.959397645,0.0,9%,33%,548.4143057503506,0.006944444
2814,2020-02-07,February,2020,Client Transactions,0.910961445,0.0,6%,31%,333.5573985159319,0.048780488
2815,2020-02-07,February,2020,Participant Transactions,1.018249176,0.0,5%,27%,526.5211322217914,0.034482759
2816,2020-02-07,February,2020,RAM,0.948969239,0.0,9%,34%,929.5451112043643,0.022222222000000003
2817,2020-02-07,February,2020,RCS PHONES,#DIV/0!,2.25,9%,55%,,0.105263158
2818,2020-02-07,February,2020,RIS,0.93964577,0.0,17%,34%,635.0,0.017241378999999998
2819,2020-02-07,February,2020,SCS,#DIV/0!,5.366666667,10%,40%,,
2820,2020-02-07,February,2020,WISE,0.958492969,68.0,18%,39%,577.7863843092666,0.006944444
2835,2020-02-10,February,2020,Client Transactions,0.898560202,0.0,5%,27%,327.1477359938603,0.048780488
2836,2020-02-10,February,2020,Participant Transactions,0.963354318,0.25,4%,23%,582.833607365998,0.034482759
2837,2020-02-10,February,2020,RAM,0.970032374,0.0,8%,24%,950.2405322415558,0.022222222000000003
2838,2020-02-10,February,2020,RCS PHONES,#DIV/0!,0.333333333,5%,27%,,0.105263158
2839,2020-02-10,February,2020,RIS,0.95757991,0.683333333,11%,25%,630.0,0.017241378999999998
2840,2020-02-10,February,2020,SCS,#DIV/0!,0.0,6%,26%,,
2841,2020-02-10,February,2020,WISE,0.959430331,2.5,10%,28%,556.7804039535883,0.006944444
2842,2020-02-11,February,2020,Client Transactions,0.945037861,0.0,8%,34%,337.0446348061316,0.048780488
2843,2020-02-11,February,2020,Participant Transactions,0.978927807,0.0,2%,26%,604.992277992278,0.034482759
2844,2020-02-11,February,2020,RAM,0.970870974,0.0,5%,40%,948.5662211421628,0.022222222000000003
2845,2020-02-11,February,2020,RCS PHONES,#DIV/0!,0.666666667,9%,44%,,0.105263158
2846,2020-02-11,February,2020,RIS,0.928783234,2.1,7%,27%,601.0,0.017241378999999998
2847,2020-02-11,February,2020,SCS,#DIV/0!,0.833333333,8%,50%,,
2848,2020-02-11,February,2020,WISE,0.97029422,0.0,9%,35%,557.4734650006718,0.006944444
2849,2020-02-12,February,2020,Client Transactions,0.879227906,0.0,7%,29%,405.6841036058913,0.048780488
2850,2020-02-12,February,2020,Participant Transactions,0.85125963,0.0,5%,27%,621.1772865192892,0.034482759
2851,2020-02-12,February,2020,RAM,0.963330592,0.0,6%,36%,871.615121742845,0.022222222000000003
2852,2020-02-12,February,2020,RCS PHONES,#DIV/0!,0.0,2%,44%,,0.105263158
2853,2020-02-12,February,2020,RIS,0.959065742,0.0,7%,29%,611.0,0.017241378999999998
2854,2020-02-12,February,2020,SCS,#DIV/0!,0.0,4%,45%,,
2855,2020-02-12,February,2020,WISE,0.964816308,0.0,6%,32%,545.9798571428571,0.006944444
2856,2020-02-13,February,2020,Client Transactions,0.857857143,0.0,3%,26%,405.55118507312153,0.048780488
2857,2020-02-13,February,2020,Participant Transactions,0.969308897,0.0,5%,27%,656.7867998263135,0.034482759
2858,2020-02-13,February,2020,RAM,0.914085205,0.0,6%,36%,825.6914849856026,0.022222222000000003
2859,2020-02-13,February,2020,RCS PHONES,#DIV/0!,0.0,5%,42%,,0.105263158
2860,2020-02-13,February,2020,RIS,0.989909277,0.25,3%,26%,619.0,0.017241378999999998
2861,2020-02-13,February,2020,SCS,#DIV/0!,0.5,7%,51%,,
2862,2020-02-13,February,2020,WISE,0.97355343,0.0,6%,37%,557.2013412589545,0.006944444
2863,2020-02-14,February,2020,Client Transactions,0.929804518,0.0,7%,42%,263.4503071919046,0.048780488
2864,2020-02-14,February,2020,Participant Transactions,0.967675562,0.0,6%,32%,583.2272364217253,0.034482759
2865,2020-02-14,February,2020,RAM,0.949516864,0.0,9%,39%,855.4703334776959,0.022222222000000003
2866,2020-02-14,February,2020,RCS PHONES,#DIV/0!,0.26666666699999997,4%,57%,,0.105263158
2867,2020-02-14,February,2020,RIS,0.942510255,1.333333333,9%,36%,596.5416997617157,0.017241378999999998
2868,2020-02-14,February,2020,SCS,#DIV/0!,0.583333333,6%,44%,,
2869,2020-02-14,February,2020,WISE,0.991122411,0.0,11%,42%,566.8861599734483,0.006944444
2884,2020-02-17,February,2020,Client Transactions,1.059353234,0.0,0%,7%,64.06130268199233,0.048780488
2885,2020-02-17,February,2020,Participant Transactions,0.947879067,0.0,0%,7%,436.3239608801956,0.034482759
2886,2020-02-17,February,2020,RAM,0.945141851,1.166666667,6%,15%,982.9239669421488,0.022222222000000003
2887,2020-02-17,February,2020,RCS PHONES,#DIV/0!,0.0,#DIV/0!,#DIV/0!,,0.105263158
2888,2020-02-17,February,2020,RIS,#DIV/0!,0.0,#DIV/0!,#DIV/0!,,0.017241378999999998
2889,2020-02-17,February,2020,SCS,#DIV/0!,0.0,#DIV/0!,#DIV/0!,,
2890,2020-02-17,February,2020,WISE,0.962989882,0.0,10%,33%,535.0383302704122,0.006944444
2891,2020-02-18,February,2020,Client Transactions,0.97631484,0.0,5%,44%,309.0518806744488,0.048780488
2892,2020-02-18,February,2020,Participant Transactions,1.026021898,0.0,7%,25%,535.5136666666667,0.034482759
2893,2020-02-18,February,2020,RAM,0.972901745,0.0,11%,30%,899.8803104575163,0.022222222000000003
2894,2020-02-18,February,2020,RCS PHONES,#DIV/0!,0.0,10%,27%,,0.105263158
2895,2020-02-18,February,2020,RIS,0.989825051,2.066666667,12%,28%,674.2994711939883,0.017241378999999998
2896,2020-02-18,February,2020,SCS,#DIV/0!,0.75,9%,30%,,
2897,2020-02-18,February,2020,WISE,0.954374089,0.0,13%,32%,556.5923552300297,0.006944444
2898,2020-02-19,February,2020,Client Transactions,0.979425807,0.0,1%,32%,348.29984051036683,0.048780488
2899,2020-02-19,February,2020,Participant Transactions,0.969095323,0.0,6%,28%,495.23106323836,0.034482759
2900,2020-02-19,February,2020,RAM,0.989756865,0.0,5%,27%,994.0340582683627,0.022222222000000003
2901,2020-02-19,February,2020,RCS PHONES,#DIV/0!,0.0,5%,38%,,0.105263158
2902,2020-02-19,February,2020,RIS,0.971705855,0.0,5%,30%,615.8855534709194,0.017241378999999998
2903,2020-02-19,February,2020,SCS,#DIV/0!,0.0,9%,42%,,
2904,2020-02-19,February,2020,WISE,0.981541116,0.0,12%,37%,553.4649316851009,0.006944444
2905,2020-02-20,February,2020,Client Transactions,0.855699507,0.0,4%,30%,357.4546322827125,0.048780488
2906,2020-02-20,February,2020,Participant Transactions,0.971629774,0.0,8%,30%,526.5993829881005,0.034482759
2907,2020-02-20,February,2020,RAM,0.958681525,0.0,4%,26%,947.8888413852073,0.022222222000000003
2908,2020-02-20,February,2020,RCS PHONES,#DIV/0!,0.0,1%,46%,,0.105263158
2909,2020-02-20,February,2020,RIS,0.954663679,0.25,5%,30%,622.1467136150235,0.017241378999999998
2910,2020-02-20,February,2020,SCS,#DIV/0!,0.666666667,8%,41%,,
2911,2020-02-20,February,2020,WISE,0.970223625,0.333333333,10%,36%,547.4661611103162,0.006944444
2912,2020-02-21,February,2020,Client Transactions,0.944841822,0.0,3%,30%,348.0194174757282,0.048780488
2913,2020-02-21,February,2020,Participant Transactions,0.99861164,0.0,8%,32%,494.1504754030591,0.034482759
2914,2020-02-21,February,2020,RAM,0.972887706,0.0,8%,36%,931.9590536851683,0.022222222000000003
2915,2020-02-21,February,2020,RCS PHONES,#DIV/0!,0.0,1%,42%,,0.105263158
2916,2020-02-21,February,2020,RIS,0.987373229,0.0,7%,35%,628.680358476475,0.017241378999999998
2917,2020-02-21,February,2020,SCS,#DIV/0!,1.25,6%,43%,,
2918,2020-02-21,February,2020,WISE,0.974852782,0.41666666700000005,13%,37%,544.1979457079971,0.006944444
2933,2020-02-24,February,2020,Client Transactions,0.913104274,0.0,6%,30%,289.9345096708517,0.048780488
2934,2020-02-24,February,2020,Participant Transactions,1.002700072,0.0,9%,24%,626.0142809697775,0.034482759
2935,2020-02-24,February,2020,RAM,0.971302579,0.0,7%,28%,969.9110061750818,0.022222222000000003
2936,2020-02-24,February,2020,RCS PHONES,#DIV/0!,0.0,23%,40%,,0.105263158
2937,2020-02-24,February,2020,RIS,0.982561484,1.166666667,7%,24%,622.7122030237581,0.017241378999999998
2938,2020-02-24,February,2020,SCS,#DIV/0!,0.0,15%,34%,,
2939,2020-02-24,February,2020,WISE,0.970441779,0.0,11%,27%,546.0337985172264,0.006944444
2940,2020-02-25,February,2020,Client Transactions,0.889580195,0.0,1%,31%,338.96919127086005,0.048780488
2941,2020-02-25,February,2020,Participant Transactions,0.951700378,0.0,3%,20%,649.5004006410256,0.034482759
2942,2020-02-25,February,2020,RAM,0.966267115,0.0,7%,25%,891.2694029850746,0.022222222000000003
2943,2020-02-25,February,2020,RCS PHONES,#DIV/0!,0.0,12%,37%,,0.105263158
2944,2020-02-25,February,2020,RIS,1.026184846,0.0,6%,35%,609.6632801161103,0.017241378999999998
2945,2020-02-25,February,2020,SCS,#DIV/0!,0.0,3%,40%,,
2946,2020-02-25,February,2020,WISE,0.976701233,0.0,4%,28%,554.622864979429,0.006944444
2947,2020-02-26,February,2020,Client Transactions,0.982495003,0.0,0%,27%,379.2540165002171,0.048780488
2948,2020-02-26,February,2020,Participant Transactions,0.93537516,0.0,8%,29%,686.2653594771242,0.034482759
2949,2020-02-26,February,2020,RAM,0.975590159,0.0,6%,22%,933.2609553888669,0.022222222000000003
2950,2020-02-26,February,2020,RCS PHONES,#DIV/0!,0.0,8%,42%,,0.105263158
2951,2020-02-26,February,2020,RIS,1.015939376,0.0,7%,34%,614.3490115882754,0.017241378999999998
2952,2020-02-26,February,2020,SCS,#DIV/0!,0.46666666700000003,3%,34%,,
2953,2020-02-26,February,2020,WISE,0.972151848,0.0,6%,29%,540.1702155453952,0.006944444
2954,2020-02-27,February,2020,Client Transactions,0.953123613,0.0,2%,24%,371.05701394585725,0.048780488
2955,2020-02-27,February,2020,Participant Transactions,0.906507263,0.0,7%,25%,697.8523584905661,0.034482759
2956,2020-02-27,February,2020,RAM,0.97032633,0.0,7%,32%,984.1777210884354,0.022222222000000003
2957,2020-02-27,February,2020,RCS PHONES,#DIV/0!,0.0,8%,42%,,0.105263158
2958,2020-02-27,February,2020,RIS,1.016345011,0.316666667,8%,34%,612.8846401028278,0.017241378999999998
2959,2020-02-27,February,2020,SCS,#DIV/0!,0.0,2%,38%,,
2960,2020-02-27,February,2020,WISE,0.966277407,0.5,6%,29%,552.5195693476884,0.006944444
2961,2020-02-28,February,2020,Client Transactions,0.921020479,0.0,1%,27%,282.90243101182654,0.048780488
2962,2020-02-28,February,2020,Participant Transactions,0.954236921,0.0,12%,29%,648.0896396396396,0.034482759
2963,2020-02-28,February,2020,RAM,0.951425828,0.0,11%,32%,971.4627956989248,0.022222222000000003
2964,2020-02-28,February,2020,RCS PHONES,#DIV/0!,0.0,20%,54%,,0.105263158
2965,2020-02-28,February,2020,RIS,0.96628357,0.333333333,12%,33%,640.4519464720195,0.017241378999999998
2966,2020-02-28,February,2020,SCS,#DIV/0!,0.75,5%,37%,,
2967,2020-02-28,February,2020,WISE,0.961918605,0.0,10%,31%,575.2322724734785,0.006944444
2982,2020-03-02,March,2020,Client Transactions,0.947020714,0.0,0%,30%,284.4926253687316,0.048780488
2983,2020-03-02,March,2020,Participant Transactions,1.008839323,0.0,9%,27%,648.5051363797379,0.032258065
2984,2020-03-02,March,2020,RAM,0.982839747,0.0,11%,24%,1016.1775096940974,0.022727273
2985,2020-03-02,March,2020,RCS PHONES,#DIV/0!,3.45,5%,35%,,0.111111111
2986,2020-03-02,March,2020,RIS,1.00800898,0.833333333,18%,35%,638.0976382488479,0.017094017
2987,2020-03-02,March,2020,SCS,#DIV/0!,0.5,13%,37%,,
2988,2020-03-02,March,2020,WISE,0.963295706,0.5,15%,27%,556.5241522082019,0.007246376999999998
2989,2020-03-03,March,2020,Client Transactions,0.892624361,0.0,0%,23%,362.94764862466724,0.048780488
2990,2020-03-03,March,2020,Participant Transactions,0.916694282,0.0,6%,24%,569.5302150904746,0.032258065
2991,2020-03-03,March,2020,RAM,0.981843814,0.0,5%,23%,1020.3192397207138,0.022727273
2992,2020-03-03,March,2020,RCS PHONES,#DIV/0!,0.0,4%,28%,,0.111111111
2993,2020-03-03,March,2020,RIS,1.008214826,1.333333333,11%,38%,581.4536048064085,0.017094017
2994,2020-03-03,March,2020,SCS,#DIV/0!,0.0,4%,42%,,
2995,2020-03-03,March,2020,WISE,0.960039873,0.0,8%,33%,548.7971592324944,0.007246376999999998
2996,2020-03-04,March,2020,Client Transactions,0.918989157,0.0,0%,25%,392.51866028708133,0.048780488
2997,2020-03-04,March,2020,Participant Transactions,0.916560881,0.0,6%,29%,610.7715481171548,0.032258065
2998,2020-03-04,March,2020,RAM,0.950660694,0.0,5%,21%,894.6732342007435,0.022727273
2999,2020-03-04,March,2020,RCS PHONES,#DIV/0!,0.0,4%,26%,,0.111111111
3000,2020-03-04,March,2020,RIS,1.016439503,1.083333333,7%,33%,592.319511292114,0.017094017
3001,2020-03-04,March,2020,SCS,#DIV/0!,0.75,4%,45%,,
3002,2020-03-04,March,2020,WISE,0.959329331,0.0,6%,31%,541.365917551358,0.007246376999999998
3003,2020-03-05,March,2020,Client Transactions,0.9226978,0.0,2%,26%,400.6335433834222,0.048780488
3004,2020-03-05,March,2020,Participant Transactions,0.939284666,0.0,5%,26%,623.9816924328723,0.032258065
3005,2020-03-05,March,2020,RAM,0.962410461,0.0,4%,21%,1091.8219178082193,0.022727273
3006,2020-03-05,March,2020,RCS PHONES,#DIV/0!,0.0,0%,31%,,0.111111111
3007,2020-03-05,March,2020,RIS,0.985047914,0.26666666699999997,12%,36%,578.7922606924643,0.017094017
3008,2020-03-05,March,2020,SCS,#DIV/0!,0.0,4%,47%,,
3009,2020-03-05,March,2020,WISE,0.969137158,0.0,6%,30%,538.0188789697058,0.007246376999999998
3010,2020-03-06,March,2020,Client Transactions,0.960867748,0.0,2%,30%,310.0061491160646,0.048780488
3011,2020-03-06,March,2020,Participant Transactions,0.966945554,0.0,6%,25%,713.55,0.032258065
3012,2020-03-06,March,2020,RAM,0.974834445,0.0,10%,26%,1000.4853647881171,0.022727273
3013,2020-03-06,March,2020,RCS PHONES,#DIV/0!,0.0,8%,36%,,0.111111111
3014,2020-03-06,March,2020,RIS,0.992998611,1.083333333,12%,37%,585.8528072837632,0.017094017
3015,2020-03-06,March,2020,SCS,#DIV/0!,0.0,11%,45%,,
3016,2020-03-06,March,2020,WISE,0.959492042,0.0,8%,32%,536.305900621118,0.007246376999999998
3031,2020-03-09,March,2020,Client Transactions,0.943696338,0.0,1%,20%,345.99238675295015,0.048780488
3032,2020-03-09,March,2020,Participant Transactions,0.971283037,0.0,9%,25%,670.6451872734596,0.032258065
3033,2020-03-09,March,2020,RAM,0.967599886,0.0,12%,24%,1082.1673003802282,0.022727273
3034,2020-03-09,March,2020,RCS PHONES,#DIV/0!,0.0,26%,44%,,0.111111111
3035,2020-03-09,March,2020,RIS,0.999764074,0.41666666700000005,15%,33%,627.3333333333334,0.017094017
3036,2020-03-09,March,2020,SCS,#DIV/0!,0.0,16%,33%,,
3037,2020-03-09,March,2020,WISE,0.952243732,0.0,14%,28%,560.91749434556,0.007246376999999998
3038,2020-03-10,March,2020,Client Transactions,0.928992888,0.0,6%,24%,380.0908677873694,0.048780488
3039,2020-03-10,March,2020,Participant Transactions,0.967036292,0.0,3%,24%,658.2281825460368,0.032258065
3040,2020-03-10,March,2020,RAM,0.980530389,0.0,7%,28%,994.763483642794,0.022727273
3041,2020-03-10,March,2020,RCS PHONES,#DIV/0!,0.0,5%,38%,,0.111111111
3042,2020-03-10,March,2020,RIS,0.991125202,5.416666667,9%,31%,613.3603117505995,0.017094017
3043,2020-03-10,March,2020,SCS,#DIV/0!,0.25,8%,29%,,
3044,2020-03-10,March,2020,WISE,0.924041837,0.0,9%,26%,546.4137654603757,0.007246376999999998
3045,2020-03-11,March,2020,Client Transactions,0.930356243,0.0,10%,27%,398.59320434167057,0.048780488
3046,2020-03-11,March,2020,Participant Transactions,0.980824458,0.0,4%,28%,596.9528337771015,0.032258065
3047,2020-03-11,March,2020,RAM,0.972612039,0.0,12%,32%,958.2926162260711,0.022727273
3048,2020-03-11,March,2020,RCS PHONES,#DIV/0!,0.433333333,0%,33%,,0.111111111
3049,2020-03-11,March,2020,RIS,0.967712072,3.433333333,5%,27%,582.8986283037806,0.017094017
3050,2020-03-11,March,2020,SCS,#DIV/0!,2.583333333,10%,28%,,
3051,2020-03-11,March,2020,WISE,0.963753053,1.75,7%,30%,559.1410144020037,0.007246376999999998
3052,2020-03-12,March,2020,Client Transactions,0.963714637,0.0,3%,15%,459.77856510186007,0.048780488
3053,2020-03-12,March,2020,Participant Transactions,0.937397064,0.0,3%,26%,657.0112068965517,0.032258065
3054,2020-03-12,March,2020,RAM,0.962823295,0.0,3%,23%,931.3957648776926,0.022727273
3055,2020-03-12,March,2020,RCS PHONES,#DIV/0!,0.0,13%,35%,,0.111111111
3056,2020-03-12,March,2020,RIS,1.000174396,4.25,7%,27%,641.3117695025823,0.017094017
3057,2020-03-12,March,2020,SCS,#DIV/0!,0.0,11%,29%,,
3058,2020-03-12,March,2020,WISE,0.962138977,6.666666667,9%,26%,585.3684210526316,0.007246376999999998
3059,2020-03-13,March,2020,Client Transactions,0.940203238,0.0,7%,24%,313.4873949579832,0.048780488
3060,2020-03-13,March,2020,Participant Transactions,0.956339142,0.0,6%,26%,582.4358161648178,0.032258065
3061,2020-03-13,March,2020,RAM,0.964320667,0.0,7%,25%,1145.5693571773804,0.022727273
3062,2020-03-13,March,2020,RCS PHONES,#DIV/0!,0.333333333,13%,45%,,0.111111111
3063,2020-03-13,March,2020,RIS,0.978095579,9.083333332999999,8%,35%,611.9451038575668,0.017094017
3064,2020-03-13,March,2020,SCS,#DIV/0!,7.5,5%,29%,,
3065,2020-03-13,March,2020,WISE,0.949002747,10.0,8%,26%,590.0969837076178,0.007246376999999998
