,date,month,year,bu,Conformance CALC,System Outage (hrs),Unplanned out % CALC,Shrinkage % CALC,aht,Attrition %
4414,2020-09-22,September,2020,RIS,0.953067281,28.83333333,6%,44%,643.199806949807,0.021276596
4415,2020-09-22,September,2020,SCS,#DIV/0!,2.5,2%,47%,,
4416,2020-09-22,September,2020,WISE,0.939773635,10.53333333,5%,31%,651.0500452215857,0.0070671380000000015
4417,2020-09-23,September,2020,Client Transactions,0.970543083,0.0,0%,16%,573.2005509641873,0.048780488
4418,2020-09-23,September,2020,Participant Transactions,0.965708223,0.0,1%,28%,704.024780588539,0.029850746
4419,2020-09-23,September,2020,RAM,0.962713785,0.0,2%,36%,1168.422932330827,0.019417476
4420,2020-09-23,September,2020,RCS PHONES,#DIV/0!,1.316666667,0%,39%,,0.090909091
4421,2020-09-23,September,2020,RIS,0.966192854,9.95,6%,46%,616.9559286463799,0.021276596
4422,2020-09-23,September,2020,SCS,#DIV/0!,1.3666666669999998,0%,52%,,
4423,2020-09-23,September,2020,WISE,0.923242363,7.333333333,5%,32%,665.7836734693877,0.0070671380000000015
4424,2020-09-24,September,2020,Client Transactions,1.01205232,0.0,0%,19%,601.1782407407408,0.048780488
4425,2020-09-24,September,2020,Participant Transactions,0.948468758,0.0,2%,28%,569.3195266272189,0.029850746
4426,2020-09-24,September,2020,RAM,0.965906992,0.0,3%,29%,1029.3763440860216,0.019417476
4427,2020-09-24,September,2020,RCS PHONES,#DIV/0!,2.45,0%,48%,,0.090909091
4428,2020-09-24,September,2020,RIS,0.938361376,13.5,1%,32%,607.9231200897867,0.021276596
4429,2020-09-24,September,2020,SCS,#DIV/0!,2.75,1%,53%,,
4430,2020-09-24,September,2020,WISE,0.94859999,10.18333333,3%,30%,658.1801011804384,0.0070671380000000015
4431,2020-09-25,September,2020,Client Transactions,0.905271768,0.0,0%,21%,442.54849187935037,0.048780488
4432,2020-09-25,September,2020,Participant Transactions,0.939739472,0.0,3%,32%,637.5397536394177,0.029850746
4433,2020-09-25,September,2020,RAM,0.97565639,0.916666667,1%,31%,1212.090047393365,0.019417476
4434,2020-09-25,September,2020,RCS PHONES,#DIV/0!,2.166666667,5%,45%,,0.090909091
4435,2020-09-25,September,2020,RIS,0.987222843,15.98333333,5%,35%,606.9522058823529,0.021276596
4436,2020-09-25,September,2020,SCS,#DIV/0!,0.9,2%,47%,,
4437,2020-09-25,September,2020,WISE,0.961221268,3.666666667,7%,35%,671.4402472527472,0.0070671380000000015
4452,2020-09-28,September,2020,Client Transactions,0.995077106,0.0,0%,22%,407.61176470588236,0.048780488
4453,2020-09-28,September,2020,Participant Transactions,0.975499024,0.0,4%,27%,609.1131126937579,0.029850746
4454,2020-09-28,September,2020,RAM,0.974891775,1.166666667,1%,30%,1146.9686948853616,0.019417476
4455,2020-09-28,September,2020,RCS PHONES,#DIV/0!,2.0,2%,27%,,0.090909091
4456,2020-09-28,September,2020,RIS,0.977474955,18.53333333,6%,26%,642.0736491487787,0.021276596
4457,2020-09-28,September,2020,SCS,#DIV/0!,11.3,10%,24%,,
4458,2020-09-28,September,2020,WISE,0.942401035,16.76666667,7%,26%,651.9078088273701,0.0070671380000000015
4459,2020-09-29,September,2020,Client Transactions,1.062244131,0.0,0%,26%,506.5952380952381,0.048780488
4460,2020-09-29,September,2020,Participant Transactions,0.977511478,0.0,2%,24%,668.2894033837935,0.029850746
4461,2020-09-29,September,2020,RAM,0.981520599,0.75,1%,35%,1128.6441689623507,0.019417476
4462,2020-09-29,September,2020,RCS PHONES,#DIV/0!,2.166666667,0%,34%,,0.090909091
4463,2020-09-29,September,2020,RIS,0.974800545,14.83333333,4%,31%,621.6223958333334,0.021276596
4464,2020-09-29,September,2020,SCS,#DIV/0!,2.85,4%,37%,,
4465,2020-09-29,September,2020,WISE,0.960022579,2.616666667,4%,30%,650.6446306169079,0.0070671380000000015
4466,2020-09-30,September,2020,Client Transactions,0.974104523,0.0,0%,17%,498.3657975460123,0.048780488
4467,2020-09-30,September,2020,Participant Transactions,0.975613474,0.0,1%,22%,825.7168316831683,0.029850746
4468,2020-09-30,September,2020,RAM,0.970076514,1.5,4%,40%,1034.589877835951,0.019417476
4469,2020-09-30,September,2020,RCS PHONES,#DIV/0!,0.316666667,1%,27%,,0.090909091
4470,2020-09-30,September,2020,RIS,1.044463178,18.3,4%,31%,627.432879377432,0.021276596
4471,2020-09-30,September,2020,SCS,#DIV/0!,4.666666667,1%,35%,,
4472,2020-09-30,September,2020,WISE,0.964070323,9.183333333,3%,29%,643.799466917529,0.0070671380000000015
4473,2020-10-01,October,2020,Client Transactions,0.915721487,0.0,0%,19%,479.053651266766,0.047619048
4474,2020-10-01,October,2020,Participant Transactions,0.960300752,0.0,0%,25%,612.289843104872,0.031746032
4475,2020-10-01,October,2020,RAM,0.935354777,1.7,0%,37%,1274.189009947892,0.02
4476,2020-10-01,October,2020,RCS PHONES,#DIV/0!,2.55,5%,31%,,0.095238095
4477,2020-10-01,October,2020,RIS,0.953396794,10.4,4%,30%,587.5769841269841,0.022988506
4478,2020-10-01,October,2020,SCS,#DIV/0!,7.3833333329999995,2%,36%,,
4479,2020-10-01,October,2020,WISE,0.958714232,14.43333333,4%,32%,640.936,0.007168459
4480,2020-10-02,October,2020,Client Transactions,0.966526939,0.0,0%,24%,387.95588830433024,0.047619048
4481,2020-10-02,October,2020,Participant Transactions,0.949894303,0.0,6%,31%,657.308266932271,0.031746032
4482,2020-10-02,October,2020,RAM,0.948285714,0.0,1%,29%,1300.8224824355973,0.02
4483,2020-10-02,October,2020,RCS PHONES,#DIV/0!,0.0,5%,39%,,0.095238095
4484,2020-10-02,October,2020,RIS,1.03655641,7.433333332999999,5%,39%,616.418730301666,0.022988506
4485,2020-10-02,October,2020,SCS,#DIV/0!,4.6,6%,43%,,
4486,2020-10-02,October,2020,WISE,0.961959639,5.766666667000001,5%,32%,651.6590873451466,0.007168459
4501,2020-10-05,October,2020,Client Transactions,0.960703005,0.0,0%,21%,485.61641221374043,0.047619048
4502,2020-10-05,October,2020,Participant Transactions,0.959736958,0.0,2%,23%,638.2626137303556,0.031746032
4503,2020-10-05,October,2020,RAM,0.966944587,2.0333333330000003,6%,28%,1288.7691975841242,0.02
4504,2020-10-05,October,2020,RCS PHONES,#DIV/0!,6.016666667000001,1%,20%,,0.095238095
4505,2020-10-05,October,2020,RIS,0.974849636,23.53333333,3%,25%,683.5759668508288,0.022988506
4506,2020-10-05,October,2020,SCS,#DIV/0!,7.75,5%,21%,,
4507,2020-10-05,October,2020,WISE,0.931920822,16.76666667,8%,25%,642.1717755246405,0.007168459
4508,2020-10-06,October,2020,Client Transactions,1.030060911,0.0,2%,31%,492.93563579277867,0.047619048
4509,2020-10-06,October,2020,Participant Transactions,0.951502849,0.0,2%,28%,600.6970770593446,0.031746032
4510,2020-10-06,October,2020,RAM,0.972617007,0.0,2%,28%,1120.6550916894264,0.02
4511,2020-10-06,October,2020,RCS PHONES,#DIV/0!,1.55,0%,23%,,0.095238095
4512,2020-10-06,October,2020,RIS,0.972572914,26.81666667,4%,26%,643.8730817088345,0.022988506
4513,2020-10-06,October,2020,SCS,#DIV/0!,1.5666666669999998,1%,29%,,
4514,2020-10-06,October,2020,WISE,0.956021301,6.8666666670000005,5%,32%,633.6879805746661,0.007168459
4515,2020-10-07,October,2020,Client Transactions,0.963934522,0.0,0%,13%,565.992557150452,0.047619048
4516,2020-10-07,October,2020,Participant Transactions,0.920200617,0.0,1%,28%,601.9725433526012,0.031746032
4517,2020-10-07,October,2020,RAM,0.978579799,0.0,4%,28%,1211.1545711592837,0.02
4518,2020-10-07,October,2020,RCS PHONES,#DIV/0!,2.383333333,2%,27%,,0.095238095
4519,2020-10-07,October,2020,RIS,0.994925011,24.15,4%,29%,572.0144859813084,0.022988506
4520,2020-10-07,October,2020,SCS,#DIV/0!,1.8166666669999998,2%,31%,,
4521,2020-10-07,October,2020,WISE,0.96851869,2.016666667,5%,30%,639.6803206997084,0.007168459
4522,2020-10-08,October,2020,Client Transactions,0.935069444,0.0,1%,21%,504.5065378055713,0.047619048
4523,2020-10-08,October,2020,Participant Transactions,0.950727532,0.916666667,4%,32%,558.3681112894596,0.031746032
4524,2020-10-08,October,2020,RAM,0.953144677,5.416666667,2%,29%,1178.5591448931116,0.02
4525,2020-10-08,October,2020,RCS PHONES,#DIV/0!,1.183333333,0%,24%,,0.095238095
4526,2020-10-08,October,2020,RIS,0.958418351,11.16666667,3%,31%,621.3072463768116,0.022988506
4527,2020-10-08,October,2020,SCS,#DIV/0!,3.9,1%,39%,,
4528,2020-10-08,October,2020,WISE,0.960189118,5.6,6%,31%,625.759701250203,0.007168459
4529,2020-10-09,October,2020,Client Transactions,0.920443466,0.0,1%,25%,430.3838817358131,0.047619048
4530,2020-10-09,October,2020,Participant Transactions,0.972559524,0.41666666700000005,2%,31%,611.4570966001079,0.031746032
4531,2020-10-09,October,2020,RAM,0.95706593,0.75,4%,36%,1210.344827586207,0.02
4532,2020-10-09,October,2020,RCS PHONES,#DIV/0!,1.3,0%,24%,,0.095238095
4533,2020-10-09,October,2020,RIS,0.992052136,10.06666667,6%,34%,624.2158744003489,0.022988506
4534,2020-10-09,October,2020,SCS,#DIV/0!,6.083333333,2%,41%,,
4535,2020-10-09,October,2020,WISE,0.980191553,21.4,5%,32%,633.4317167051578,0.007168459
4550,2020-10-12,October,2020,Client Transactions,0.908320902,0.0,2%,30%,392.4997501249375,0.047619048
4551,2020-10-12,October,2020,Participant Transactions,0.994643217,0.0,2%,24%,657.936400541272,0.031746032
4552,2020-10-12,October,2020,RAM,0.972918996,1.983333333,4%,24%,1185.6484896037662,0.02
4553,2020-10-12,October,2020,RCS PHONES,#DIV/0!,2.65,2%,19%,,0.095238095
4554,2020-10-12,October,2020,RIS,0.924552684,9.333333332999999,7%,25%,688.4303405572755,0.022988506
4555,2020-10-12,October,2020,SCS,#DIV/0!,8.083333332999999,9%,34%,,
4556,2020-10-12,October,2020,WISE,0.951056361,9.766666667,8%,28%,650.394301704401,0.007168459
4557,2020-10-13,October,2020,Client Transactions,0.936425189,0.0,4%,36%,494.8617683686177,0.047619048
4558,2020-10-13,October,2020,Participant Transactions,0.949675509,0.0,1%,22%,655.7373271889401,0.031746032
4559,2020-10-13,October,2020,RAM,0.959229056,6.416666667,1%,27%,1169.7135267674703,0.02
4560,2020-10-13,October,2020,RCS PHONES,#DIV/0!,2.433333333,1%,27%,,0.095238095
4561,2020-10-13,October,2020,RIS,1.018308426,22.48333333,9%,31%,640.2139359698682,0.022988506
4562,2020-10-13,October,2020,SCS,#DIV/0!,3.65,2%,40%,,
4563,2020-10-13,October,2020,WISE,0.938568149,8.25,5%,28%,634.1457921770051,0.007168459
4564,2020-10-14,October,2020,Client Transactions,1.041336681,0.0,0%,29%,557.7630223239839,0.047619048
4565,2020-10-14,October,2020,Participant Transactions,0.926232051,0.0,1%,36%,578.5373961218836,0.031746032
4566,2020-10-14,October,2020,RAM,0.97512057,0.0,3%,35%,1285.7875131164742,0.02
4567,2020-10-14,October,2020,RCS PHONES,#DIV/0!,7.716666667,2%,31%,,0.095238095
4568,2020-10-14,October,2020,RIS,0.971265064,14.66666667,6%,31%,685.8901682905226,0.022988506
4569,2020-10-14,October,2020,SCS,#DIV/0!,12.0,2%,44%,,
4570,2020-10-14,October,2020,WISE,0.975997348,9.216666667,3%,27%,640.2234567901235,0.007168459
4571,2020-10-15,October,2020,Client Transactions,0.930453867,0.0,5%,26%,373.454876568191,0.047619048
4572,2020-10-15,October,2020,Participant Transactions,0.979772015,0.0,2%,31%,559.072250345145,0.031746032
4573,2020-10-15,October,2020,RAM,0.947366607,0.0,3%,31%,1117.1844242713807,0.02
4574,2020-10-15,October,2020,RCS PHONES,#DIV/0!,5.133333333,0%,29%,,0.095238095
4575,2020-10-15,October,2020,RIS,0.99158809,12.81666667,3%,30%,642.4061938958707,0.022988506
4576,2020-10-15,October,2020,SCS,#DIV/0!,5.0,1%,41%,,
4577,2020-10-15,October,2020,WISE,0.956342511,14.31666667,4%,28%,625.5512801967308,0.007168459
4578,2020-10-16,October,2020,Client Transactions,0.95962369,0.0,0%,21%,422.45236051502144,0.047619048
4579,2020-10-16,October,2020,Participant Transactions,0.940520769,0.0,0%,31%,595.5362467866324,0.031746032
4580,2020-10-16,October,2020,RAM,0.951527126,0.333333333,0%,32%,1245.9765281173595,0.02
4581,2020-10-16,October,2020,RCS PHONES,#DIV/0!,0.25,0%,42%,,0.095238095
4582,2020-10-16,October,2020,RIS,1.011001914,9.716666667,8%,34%,650.7571942446043,0.022988506
4583,2020-10-16,October,2020,SCS,#DIV/0!,10.76666667,1%,39%,,
4584,2020-10-16,October,2020,WISE,0.951933398,7.8,5%,31%,633.5837071335552,0.007168459
4599,2020-10-19,October,2020,Client Transactions,0.967102273,0.0,0%,27%,396.6531742650192,0.047619048
4600,2020-10-19,October,2020,Participant Transactions,0.994522576,0.0,7%,30%,568.1248068006182,0.031746032
4601,2020-10-19,October,2020,RAM,0.975366002,0.916666667,6%,26%,1145.4468371467026,0.02
4602,2020-10-19,October,2020,RCS PHONES,#DIV/0!,3.933333333,3%,20%,,0.095238095
4603,2020-10-19,October,2020,RIS,0.955865835,13.16666667,10%,29%,655.4367647058823,0.022988506
4604,2020-10-19,October,2020,SCS,#DIV/0!,16.78333333,8%,35%,,
4605,2020-10-19,October,2020,WISE,0.954219965,13.86666667,5%,24%,647.5638771186441,0.007168459
4606,2020-10-20,October,2020,Client Transactions,0.992418914,0.0,0%,35%,432.28629648497196,0.047619048
4607,2020-10-20,October,2020,Participant Transactions,0.973535514,0.0,2%,21%,525.5169971671388,0.031746032
4608,2020-10-20,October,2020,RAM,0.958432713,5.25,2%,27%,1167.6075100581136,0.02
4609,2020-10-20,October,2020,RCS PHONES,#DIV/0!,0.35,0%,28%,,0.095238095
4610,2020-10-20,October,2020,RIS,0.998931831,10.41666667,5%,28%,650.7216814159292,0.022988506
4611,2020-10-20,October,2020,SCS,#DIV/0!,7.483333332999999,4%,41%,,
4612,2020-10-20,October,2020,WISE,0.958761723,21.68333333,4%,31%,650.5171921629687,0.007168459
4613,2020-10-21,October,2020,Client Transactions,1.010481045,0.0,0%,20%,606.5286292654714,0.047619048
4614,2020-10-21,October,2020,Participant Transactions,0.964249244,0.0,4%,32%,565.177891314445,0.031746032
4615,2020-10-21,October,2020,RAM,0.973256239,0.0,1%,29%,1002.553796183516,0.02
4616,2020-10-21,October,2020,RCS PHONES,#DIV/0!,0.0,3%,31%,,0.095238095
4617,2020-10-21,October,2020,RIS,1.00116367,28.7,4%,33%,619.152736318408,0.022988506
4618,2020-10-21,October,2020,SCS,#DIV/0!,3.866666667,3%,43%,,
4619,2020-10-21,October,2020,WISE,0.956229042,6.483333332999999,3%,30%,638.7890177448652,0.007168459
4620,2020-10-22,October,2020,Client Transactions,0.949600564,0.0,0%,22%,514.5449649973075,0.047619048
4621,2020-10-22,October,2020,Participant Transactions,0.928227732,0.0,0%,32%,581.4725011956002,0.031746032
4622,2020-10-22,October,2020,RAM,0.967860723,0.0,2%,30%,1167.6927521008404,0.02
4623,2020-10-22,October,2020,RCS PHONES,#DIV/0!,0.0,0%,32%,,0.095238095
4624,2020-10-22,October,2020,RIS,1.004996739,21.41666667,7%,36%,648.5402869757174,0.022988506
4625,2020-10-22,October,2020,SCS,#DIV/0!,5.783333333,0%,40%,,
4626,2020-10-22,October,2020,WISE,0.958242446,9.116666667,4%,33%,631.3217982845312,0.007168459
4627,2020-10-23,October,2020,Client Transactions,0.970446042,0.0,0%,26%,406.23183993040453,0.047619048
4628,2020-10-23,October,2020,Participant Transactions,0.932048611,0.0,2%,37%,630.821034282394,0.031746032
4629,2020-10-23,October,2020,RAM,0.967961835,8.0,7%,38%,1211.6516192345437,0.02
4630,2020-10-23,October,2020,RCS PHONES,#DIV/0!,2.7,5%,38%,,0.095238095
4631,2020-10-23,October,2020,RIS,1.010499467,8.683333333,9%,41%,608.9923076923077,0.022988506
4632,2020-10-23,October,2020,SCS,#DIV/0!,7.966666667,0%,37%,,
4633,2020-10-23,October,2020,WISE,0.967762279,11.23333333,4%,31%,636.0974943052391,0.007168459
4648,2020-10-26,October,2020,Client Transactions,1.059690963,0.0,6%,29%,409.7335975341259,0.047619048
4649,2020-10-26,October,2020,Participant Transactions,0.988095238,4.0,0%,30%,568.1894162116757,0.031746032
4650,2020-10-26,October,2020,RAM,0.936179369,1.75,1%,28%,1098.8735271013354,0.02
4651,2020-10-26,October,2020,RCS PHONES,#DIV/0!,3.2833333330000003,2%,19%,,0.095238095
4652,2020-10-26,October,2020,RIS,0.95557984,11.53333333,12%,32%,636.197516025641,0.022988506
4653,2020-10-26,October,2020,SCS,#DIV/0!,14.08333333,4%,28%,,
4654,2020-10-26,October,2020,WISE,0.967409193,28.71666667,6%,23%,646.3450458315147,0.007168459
4655,2020-10-27,October,2020,Client Transactions,1.018526316,0.0,3%,33%,493.8037874802735,0.047619048
4656,2020-10-27,October,2020,Participant Transactions,0.985656045,0.5,1%,23%,622.7715146299483,0.031746032
4657,2020-10-27,October,2020,RAM,0.951494079,0.0,1%,28%,1136.9549512987012,0.02
4658,2020-10-27,October,2020,RCS PHONES,#DIV/0!,1.116666667,1%,31%,,0.095238095
4659,2020-10-27,October,2020,RIS,0.982276855,4.216666667,9%,30%,653.0136054421769,0.022988506
4660,2020-10-27,October,2020,SCS,#DIV/0!,10.16666667,0%,34%,,
4661,2020-10-27,October,2020,WISE,0.968852704,4.766666667,6%,29%,634.0516391422233,0.007168459
4662,2020-10-28,October,2020,Client Transactions,0.962158437,0.0,1%,14%,539.6683991683992,0.047619048
4663,2020-10-28,October,2020,Participant Transactions,0.932378834,0.0,3%,33%,528.2605942523137,0.031746032
4664,2020-10-28,October,2020,RAM,0.956136134,5.25,5%,33%,1219.0936540429886,0.02
4665,2020-10-28,October,2020,RCS PHONES,#DIV/0!,3.866666667,2%,41%,,0.095238095
4666,2020-10-28,October,2020,RIS,0.96381445,6.25,7%,31%,637.7991696938246,0.022988506
4667,2020-10-28,October,2020,SCS,#DIV/0!,4.65,1%,47%,,
4668,2020-10-28,October,2020,WISE,0.964395054,11.9,5%,31%,633.0858763165002,0.007168459
4669,2020-10-29,October,2020,Client Transactions,0.97238561,0.0,0%,22%,545.0490028490028,0.047619048
4670,2020-10-29,October,2020,Participant Transactions,0.98165539,0.0,1%,34%,566.1117117117117,0.031746032
4671,2020-10-29,October,2020,RAM,0.937362487,2.0,4%,26%,1382.1299897645854,0.02
4672,2020-10-29,October,2020,RCS PHONES,#DIV/0!,1.5,0%,31%,,0.095238095
4673,2020-10-29,October,2020,RIS,0.970534946,6.083333333,8%,32%,662.6328042328042,0.022988506
4674,2020-10-29,October,2020,SCS,#DIV/0!,9.166666667000001,1%,41%,,
4675,2020-10-29,October,2020,WISE,0.978471333,7.1,5%,31%,653.9759706959707,0.007168459
4676,2020-10-30,October,2020,Client Transactions,0.972981294,0.0,3%,27%,473.92356377799416,0.047619048
4677,2020-10-30,October,2020,Participant Transactions,0.890196648,0.0,3%,37%,642.432,0.031746032
4678,2020-10-30,October,2020,RAM,0.965337129,3.0,9%,34%,1284.889283900457,0.02
4679,2020-10-30,October,2020,RCS PHONES,#DIV/0!,3.416666667,0%,38%,,0.095238095
4680,2020-10-30,October,2020,RIS,0.995516365,12.88333333,7%,33%,642.0352494577006,0.022988506
4681,2020-10-30,October,2020,SCS,#DIV/0!,2.7,6%,44%,,
4682,2020-10-30,October,2020,WISE,0.958307588,11.23333333,5%,31%,661.4599882318329,0.007168459
4697,2020-11-02,November,2020,Client Transactions,0.885268155,0.0,0%,26%,488.9245867768595,0.046511628
4698,2020-11-02,November,2020,Participant Transactions,0.961229041,0.0,1%,24%,544.8770433546553,0.032786885
4699,2020-11-02,November,2020,RAM,0.974470979,0.0,3%,21%,1206.6531065088757,0.020408163
4700,2020-11-02,November,2020,RCS PHONES,#DIV/0!,8.916666667000001,0%,33%,,0.090909091
4701,2020-11-02,November,2020,RIS,1.000424798,14.71666667,14%,35%,640.2522717438338,0.025316456
4702,2020-11-02,November,2020,SCS,#DIV/0!,12.15,9%,32%,,
4703,2020-11-02,November,2020,WISE,0.946918455,12.66666667,7%,24%,644.8355478109345,0.0070671380000000015
4704,2020-11-03,November,2020,Client Transactions,0.908772474,0.0,2%,33%,444.239420935412,0.046511628
4705,2020-11-03,November,2020,Participant Transactions,0.97025865,0.0,2%,25%,573.7242362525458,0.032786885
4706,2020-11-03,November,2020,RAM,0.962635573,0.41666666700000005,3%,34%,1175.9773242630386,0.020408163
4707,2020-11-03,November,2020,RCS PHONES,#DIV/0!,1.45,0%,43%,,0.090909091
4708,2020-11-03,November,2020,RIS,0.969561988,4.633333333,10%,38%,644.9583555792846,0.025316456
4709,2020-11-03,November,2020,SCS,#DIV/0!,2.316666667,5%,40%,,
4710,2020-11-03,November,2020,WISE,0.936914782,4.45,4%,29%,618.3575194228634,0.0070671380000000015
4711,2020-11-04,November,2020,Client Transactions,0.988264246,0.0,3%,18%,579.9508287292817,0.046511628
4712,2020-11-04,November,2020,Participant Transactions,0.946912433,0.0,3%,27%,627.9922518159806,0.032786885
4713,2020-11-04,November,2020,RAM,0.965305668,1.166666667,6%,40%,1272.8303964757708,0.020408163
4714,2020-11-04,November,2020,RCS PHONES,#DIV/0!,5.35,2%,46%,,0.090909091
4715,2020-11-04,November,2020,RIS,1.007634625,3.5333333330000003,10%,39%,656.7086909871244,0.025316456
4716,2020-11-04,November,2020,SCS,#DIV/0!,2.25,3%,30%,,
4717,2020-11-04,November,2020,WISE,0.960488177,4.116666667,5%,29%,629.6773255813954,0.0070671380000000015
4718,2020-11-05,November,2020,Client Transactions,0.932081592,0.0,5%,17%,561.7531073446328,0.046511628
4719,2020-11-05,November,2020,Participant Transactions,0.929028816,0.0,2%,26%,576.1358393848783,0.032786885
4720,2020-11-05,November,2020,RAM,0.963799324,0.0,2%,34%,1350.4087858450275,0.020408163
4721,2020-11-05,November,2020,RCS PHONES,#DIV/0!,0.7666666670000001,7%,47%,,0.090909091
4722,2020-11-05,November,2020,RIS,1.000467961,21.56666667,5%,38%,661.6206723532363,0.025316456
4723,2020-11-05,November,2020,SCS,#DIV/0!,6.583333333,3%,42%,,
