date,month,year,bu,Conformance %,System Outage (hrs),Unplanned out %,Shrinkage %,aht,Attrition %
2020-08-06,August,2020,RIS,0.994412545,54.36666667,0.05,48.0,604.9659033078881,0.02
2020-08-06,August,2020,SCS,,17.65,0.02,42.0,,
2020-08-06,August,2020,WISE,0.925698682,6.933333332999999,0.07,32.0,648.7541984732825,0.007518797
2020-08-07,August,2020,Client Transactions,0.972583394,0.0,0.05,32.0,443.4222678296562,0.048780488
2020-08-07,August,2020,Participant Transactions,0.9207633270000001,0.0,0.02,30.0,575.8233995584989,0.029411765
2020-08-07,August,2020,RAM,0.944785625,0.0,0.04,39.0,1191.7786259541986,0.022727273
2020-08-07,August,2020,RCS PHONES,,7.75,0.0,49.0,,0.095238095
2020-08-07,August,2020,RIS,0.992717555,42.53333333,0.05,53.0,630.1920627143558,0.02
2020-08-07,August,2020,SCS,,5.933333332999999,0.02,38.0,,
2020-08-07,August,2020,WISE,0.9476429390000001,15.81666667,0.08,36.0,639.9535974130962,0.007518797
2020-08-10,August,2020,Client Transactions,1.00372988,0.0,0.0,30.0,386.40248075278015,0.048780488
2020-08-10,August,2020,Participant Transactions,1.002417761,0.0,0.03,26.0,555.658215661104,0.029411765
2020-08-10,August,2020,RAM,0.956241345,2.416666667,0.05,24.0,1091.4069105691058,0.022727273
2020-08-10,August,2020,RCS PHONES,,0.566666667,0.05,37.0,,0.095238095
2020-08-10,August,2020,RIS,0.987278805,44.31666667,0.05,33.0,649.11887835703,0.02
2020-08-10,August,2020,SCS,,21.66666667,0.07,36.0,,
2020-08-10,August,2020,WISE,0.914235817,9.7,0.07,27.0,662.9980833120368,0.007518797
2020-08-11,August,2020,Client Transactions,1.026713597,0.0,0.0,30.0,492.0336273428886,0.048780488
2020-08-11,August,2020,Participant Transactions,0.948333766,0.0,0.02,28.0,621.3705562526139,0.029411765
2020-08-11,August,2020,RAM,0.9841580990000001,4.566666667,0.03,39.0,1050.4824165915238,0.022727273
2020-08-11,August,2020,RCS PHONES,,1.2,0.01,41.0,,0.095238095
2020-08-11,August,2020,RIS,0.989203132,41.6,0.03,40.0,664.3282937365011,0.02
2020-08-11,August,2020,SCS,,22.03333333,0.02,43.0,,
2020-08-11,August,2020,WISE,0.9433275640000001,8.183333333,0.06,33.0,641.0522847729552,0.007518797
2020-08-12,August,2020,Client Transactions,0.983328408,0.0,0.0,31.0,452.1082501313715,0.048780488
2020-08-12,August,2020,Participant Transactions,0.9051019440000001,0.0,0.01,33.0,602.4495664080329,0.029411765
2020-08-12,August,2020,RAM,0.979521269,1.85,0.03,40.0,1092.4835657370518,0.022727273
2020-08-12,August,2020,RCS PHONES,,2.15,0.0,46.0,,0.095238095
2020-08-12,August,2020,RIS,0.9645012270000001,33.73333333,0.02,39.0,660.3223255813954,0.02
2020-08-12,August,2020,SCS,,13.3,0.01,44.0,,
2020-08-12,August,2020,WISE,0.958140098,10.5,0.05,31.0,629.820564516129,0.007518797
2020-08-13,August,2020,Client Transactions,0.9494997740000001,34.75,0.01,35.0,543.5459610027855,0.048780488
2020-08-13,August,2020,Participant Transactions,0.860399625,1.25,0.02,28.0,648.3319817536747,0.029411765
2020-08-13,August,2020,RAM,0.889777534,1.4166666669999999,0.02,41.0,1166.715567282322,0.022727273
2020-08-13,August,2020,RCS PHONES,,0.283333333,0.05,46.0,,0.095238095
2020-08-13,August,2020,RIS,0.954454716,46.83333333,0.06,46.0,633.5807392996109,0.02
2020-08-13,August,2020,SCS,,13.9,0.01,48.0,,
2020-08-13,August,2020,WISE,0.934392069,12.36666667,0.05,32.0,634.3848631239936,0.007518797
2020-08-14,August,2020,Client Transactions,0.970069373,0.0,0.0,26.0,353.67545488303006,0.048780488
2020-08-14,August,2020,Participant Transactions,0.908704173,7.0,0.06,34.0,634.689802455953,0.029411765
2020-08-14,August,2020,RAM,0.975005473,0.0,0.04,44.0,1080.1528861154445,0.022727273
2020-08-14,August,2020,RCS PHONES,,2.0,0.05,60.0,,0.095238095
2020-08-14,August,2020,RIS,0.99423536,29.51666667,0.05,47.0,636.6287303995954,0.02
2020-08-14,August,2020,SCS,,18.26666667,0.02,45.0,,
2020-08-14,August,2020,WISE,0.949986318,13.2,0.06,36.0,643.8637481554354,0.007518797
2020-08-17,August,2020,Client Transactions,0.918292461,0.0,0.0,30.0,303.44397163120567,0.048780488
2020-08-17,August,2020,Participant Transactions,1.002259985,1.0,0.07,28.0,584.6227719170607,0.029411765
2020-08-17,August,2020,RAM,0.9625968570000001,3.0,0.03,30.0,1137.5189655172414,0.022727273
2020-08-17,August,2020,RCS PHONES,,5.8666666670000005,0.0,36.0,,0.095238095
2020-08-17,August,2020,RIS,0.9515420990000001,50.25,0.07,44.0,651.3107632093934,0.02
2020-08-17,August,2020,SCS,,13.58333333,0.06,33.0,,
2020-08-17,August,2020,WISE,0.914828382,30.03333333,0.05,27.0,655.4367368147571,0.007518797
2020-08-18,August,2020,Client Transactions,0.93887044,0.0,0.0,31.0,449.16943521594686,0.048780488
2020-08-18,August,2020,Participant Transactions,0.942190968,0.0,0.07,30.0,629.0226654578422,0.029411765
2020-08-18,August,2020,RAM,0.967184697,0.75,0.02,45.0,1015.5552160628547,0.022727273
2020-08-18,August,2020,RCS PHONES,,8.433333333,0.0,47.0,,0.095238095
2020-08-18,August,2020,RIS,0.955595705,43.93333333,0.06,46.0,638.220682830282,0.02
2020-08-18,August,2020,SCS,,5.833333333,0.02,47.0,,
2020-08-18,August,2020,WISE,0.9365219020000001,26.45,0.04,31.0,649.6932479627474,0.007518797
2020-08-19,August,2020,Client Transactions,0.976498173,0.0,0.0,16.0,501.40188305252724,0.048780488
2020-08-19,August,2020,Participant Transactions,0.9026921990000001,0.0,0.03,27.0,647.4825847846013,0.029411765
2020-08-19,August,2020,RAM,0.9658660509999999,0.0,0.05,44.0,1140.5925024342746,0.022727273
2020-08-19,August,2020,RCS PHONES,,10.1,0.0,49.0,,0.095238095
2020-08-19,August,2020,RIS,0.972103994,55.13333333,0.08,51.0,644.9486049926578,0.02
2020-08-19,August,2020,SCS,,8.133333333,0.02,47.0,,
2020-08-19,August,2020,WISE,0.946133922,14.16666667,0.03,30.0,648.2387285111904,0.007518797
2020-08-20,August,2020,Client Transactions,0.880950288,0.0,0.02,19.0,495.69529085872574,0.048780488
2020-08-20,August,2020,Participant Transactions,0.909152022,0.0,0.05,33.0,610.2990418557741,0.029411765
2020-08-20,August,2020,RAM,0.950511155,0.0,0.04,45.0,992.8763285024155,0.022727273
2020-08-20,August,2020,RCS PHONES,,9.8,0.01,56.0,,0.095238095
2020-08-20,August,2020,RIS,0.942266908,32.9,0.05,48.0,630.2660742289597,0.02
2020-08-20,August,2020,SCS,,12.31666667,0.0,48.0,,
2020-08-20,August,2020,WISE,0.932543857,9.966666667,0.04,33.0,640.3893638850889,0.007518797
2020-08-21,August,2020,Client Transactions,0.942666888,0.0,0.02,24.0,428.62101759391345,0.048780488
2020-08-21,August,2020,Participant Transactions,0.9111605429999999,0.0,0.04,31.0,568.8098992553657,0.029411765
2020-08-21,August,2020,RAM,0.9695706820000001,0.0,0.05,52.0,1011.2391644908616,0.022727273
2020-08-21,August,2020,RCS PHONES,,9.35,0.06,57.0,,0.095238095
2020-08-21,August,2020,RIS,0.9390716840000001,22.5,0.03,49.0,662.3619957537155,0.02
2020-08-21,August,2020,SCS,,14.11666667,0.05,50.0,,
2020-08-21,August,2020,WISE,0.951806527,11.56666667,0.08,34.0,646.6531420089065,0.007518797
2020-08-24,August,2020,Client Transactions,0.929266545,0.0,0.02,30.0,413.2462121212121,0.048780488
2020-08-24,August,2020,Participant Transactions,0.907038145,0.0,0.0,19.0,643.1807798345806,0.029411765
2020-08-24,August,2020,RAM,0.938463735,2.5,0.02,23.0,1218.206240858118,0.022727273
2020-08-24,August,2020,RCS PHONES,,7.05,0.05,32.0,,0.095238095
2020-08-24,August,2020,RIS,0.948246965,34.5,0.07,33.0,676.3214285714286,0.02
2020-08-24,August,2020,SCS,,10.68333333,0.07,31.0,,
2020-08-24,August,2020,WISE,0.94053586,12.71666667,0.1,29.0,653.0759942249639,0.007518797
2020-08-25,August,2020,Client Transactions,1.077567745,0.0,0.03,34.0,466.59466393022063,0.048780488
2020-08-25,August,2020,Participant Transactions,0.958715228,0.0,0.03,23.0,640.7335115864528,0.029411765
2020-08-25,August,2020,RAM,0.9586331440000001,1.5,0.01,48.0,982.3972859148339,0.022727273
2020-08-25,August,2020,RCS PHONES,,0.0,0.0,41.0,,0.095238095
2020-08-25,August,2020,RIS,0.999121775,15.01666667,0.04,43.0,681.7797456857402,0.02
2020-08-25,August,2020,SCS,,20.8,0.01,40.0,,
2020-08-25,August,2020,WISE,0.935115547,9.866666667,0.06,31.0,630.5074604595643,0.007518797
2020-08-26,August,2020,Client Transactions,0.982117372,0.0,0.01,23.0,478.3426433915212,0.048780488
2020-08-26,August,2020,Participant Transactions,0.913522307,1.0,0.02,28.0,621.7565507384469,0.029411765
2020-08-26,August,2020,RAM,0.9523784740000001,3.016666667,0.0,42.0,993.8334022323274,0.022727273
2020-08-26,August,2020,RCS PHONES,,0.41666666700000005,0.0,48.0,,0.095238095
2020-08-26,August,2020,RIS,0.98779477,15.06666667,0.05,44.0,649.4389505549949,0.02
2020-08-26,August,2020,SCS,,16.08333333,0.0,44.0,,
2020-08-26,August,2020,WISE,0.947273033,5.716666667,0.05,32.0,633.1231908448334,0.007518797
2020-08-27,August,2020,Client Transactions,0.956664545,0.0,0.0,20.0,524.5438596491229,0.048780488
2020-08-27,August,2020,Participant Transactions,0.910846278,0.0,0.04,26.0,582.4550614947966,0.029411765
2020-08-27,August,2020,RAM,0.9776859809999999,3.666666667,0.02,44.0,1016.3777272727273,0.022727273
2020-08-27,August,2020,RCS PHONES,,2.0,0.06,48.0,,0.095238095
2020-08-27,August,2020,RIS,1.006587921,17.33333333,0.06,46.0,623.4506480558325,0.02
2020-08-27,August,2020,SCS,,20.86666667,0.02,45.0,,
2020-08-27,August,2020,WISE,0.943977845,12.9,0.04,30.0,631.4370247933884,0.007518797
2020-08-28,August,2020,Client Transactions,0.967473425,0.0,0.01,24.0,439.717138875987,0.048780488
2020-08-28,August,2020,Participant Transactions,0.8880263159999999,1.25,0.05,31.0,651.2313814667425,0.029411765
2020-08-28,August,2020,RAM,0.958994188,0.0,0.03,41.0,1094.4637904468414,0.022727273
2020-08-28,August,2020,RCS PHONES,,0.816666667,0.03,44.0,,0.095238095
2020-08-28,August,2020,RIS,0.986648778,4.133333333,0.06,48.0,664.1470588235294,0.02
2020-08-28,August,2020,SCS,,28.6,0.02,48.0,,
2020-08-28,August,2020,WISE,0.939216921,11.28333333,0.06,33.0,641.9952291702164,0.007518797
2020-08-31,August,2020,Client Transactions,0.939667853,0.0,0.02,22.0,406.11739130434785,0.048780488
2020-08-31,August,2020,Participant Transactions,0.9411576429999999,0.0,0.04,23.0,622.334200260078,0.029411765
2020-08-31,August,2020,RAM,0.9616287029999999,3.2166666669999997,0.13,34.0,1184.6186002818224,0.022727273
2020-08-31,August,2020,RCS PHONES,,3.366666667,0.02,32.0,,0.095238095
2020-08-31,August,2020,RIS,0.986490465,34.78333333,0.1,34.0,680.7859748682611,0.02
2020-08-31,August,2020,SCS,,34.53333333,0.08,38.0,,
2020-08-31,August,2020,WISE,0.9624519770000001,18.8,0.07,25.0,655.1177220028029,0.007518797
2020-09-01,September,2020,Client Transactions,1.033628604,0.0,0.0,27.0,426.674280493376,0.048780488
2020-09-01,September,2020,Participant Transactions,0.909218612,0.0,0.0,16.0,629.1901763224181,0.029850746
2020-09-01,September,2020,RAM,0.949850205,5.333333333,0.03,40.0,1038.6268715524034,0.019417476
2020-09-01,September,2020,RCS PHONES,,13.0,0.0,31.0,,0.090909091
2020-09-01,September,2020,RIS,1.02472513,20.71666667,0.08,32.0,653.5374567806377,0.021276596
2020-09-01,September,2020,SCS,,11.03333333,0.02,37.0,,
2020-09-01,September,2020,WISE,0.952147812,6.983333332999999,0.04,31.0,632.275073313783,0.0070671380000000015
2020-09-02,September,2020,Client Transactions,0.944689862,0.0,0.02,18.0,410.50622050622053,0.048780488
2020-09-02,September,2020,Participant Transactions,0.884143958,0.0,0.03,23.0,621.7194043741275,0.029850746
2020-09-02,September,2020,RAM,0.9691686979999999,3.416666667,0.0,39.0,1054.8339130434783,0.019417476
2020-09-02,September,2020,RCS PHONES,,2.15,0.01,32.0,,0.090909091
2020-09-02,September,2020,RIS,1.006925566,25.58333333,0.07,40.0,659.143223599829,0.021276596
2020-09-02,September,2020,SCS,,7.566666667000001,0.01,35.0,,
2020-09-02,September,2020,WISE,0.9477613140000001,3.55,0.02,26.0,651.5824774354186,0.0070671380000000015
2020-09-03,September,2020,Client Transactions,0.982501994,0.0,0.0,15.0,594.7819988310929,0.048780488
2020-09-03,September,2020,Participant Transactions,0.946394235,0.0,0.02,23.0,632.8464509898599,0.029850746
2020-09-03,September,2020,RAM,0.9573445429999999,0.0,0.01,41.0,1011.9148104728409,0.019417476
2020-09-03,September,2020,RCS PHONES,,3.566666667,0.03,38.0,,0.090909091
2020-09-03,September,2020,RIS,1.005182252,4.533333333,0.09,42.0,665.6902494331066,0.021276596
2020-09-03,September,2020,SCS,,4.233333333,0.02,42.0,,
2020-09-03,September,2020,WISE,0.950932135,14.11666667,0.03,28.0,637.3854509545754,0.0070671380000000015
2020-09-04,September,2020,Client Transactions,0.86701636,0.0,0.0,17.0,454.3682310469314,0.048780488
2020-09-04,September,2020,Participant Transactions,0.821910024,0.0,0.01,23.0,669.5129682997118,0.029850746
2020-09-04,September,2020,RAM,0.9510249940000001,0.11666666699999999,0.03,50.0,1013.599416909621,0.019417476
2020-09-04,September,2020,RCS PHONES,,0.0,0.05,46.0,,0.090909091
2020-09-04,September,2020,RIS,0.992306516,2.65,0.09,44.0,657.7942887361185,0.021276596
2020-09-04,September,2020,SCS,,5.05,0.06,46.0,,
2020-09-04,September,2020,WISE,0.950121106,11.4,0.04,34.0,653.1477104874446,0.0070671380000000015
2020-09-07,September,2020,Client Transactions,,0.0,,,0.0,0.048780488
2020-09-07,September,2020,Participant Transactions,,0.0,,,0.0,0.029850746
2020-09-07,September,2020,RAM,0.0,0.0,0.0,6.0,0.0,0.019417476
2020-09-07,September,2020,RCS PHONES,,0.0,,,,0.090909091
2020-09-07,September,2020,RIS,,0.0,,,,0.021276596
2020-09-07,September,2020,SCS,,0.0,,,,
2020-09-07,September,2020,WISE,,0.0,0.0,6.0,,0.0070671380000000015
2020-09-08,September,2020,Client Transactions,1.069294675,0.0,0.0,34.0,591.8029197080292,0.048780488
2020-09-08,September,2020,Participant Transactions,0.989542868,0.0,0.02,19.0,630.0588021778584,0.029850746
2020-09-08,September,2020,RAM,0.972033543,4.0,0.03,31.0,976.6189435336977,0.019417476
2020-09-08,September,2020,RCS PHONES,,0.283333333,0.07,35.0,,0.090909091
2020-09-08,September,2020,RIS,0.971392094,31.36666667,0.14,41.0,690.0708298407376,0.021276596
2020-09-08,September,2020,SCS,,7.4,0.04,33.0,,
2020-09-08,September,2020,WISE,0.923155024,12.38333333,0.06,27.0,674.1662960217445,0.0070671380000000015
2020-09-09,September,2020,Client Transactions,1.003861802,0.0,0.0,19.0,473.52428506581936,0.048780488
2020-09-09,September,2020,Participant Transactions,0.904786083,0.0,0.0,21.0,573.8066179630425,0.029850746
2020-09-09,September,2020,RAM,0.972526503,0.0,0.05,34.0,1109.4475843208752,0.019417476
2020-09-09,September,2020,RCS PHONES,,8.033333333,0.02,31.0,,0.090909091
2020-09-09,September,2020,RIS,0.998721953,6.766666667000001,0.05,43.0,672.9866050808314,0.021276596
2020-09-09,September,2020,SCS,,9.533333333,0.0,38.0,,
2020-09-09,September,2020,WISE,0.951133755,16.0,0.03,29.0,649.656780923994,0.0070671380000000015
2020-09-10,September,2020,Client Transactions,0.904701018,0.0,0.0,18.0,454.9937769267592,0.048780488
2020-09-10,September,2020,Participant Transactions,0.897129205,0.0,0.03,24.0,605.153483992467,0.029850746
2020-09-10,September,2020,RAM,0.959505907,0.0,0.03,41.0,1053.2814207650274,0.019417476
2020-09-10,September,2020,RCS PHONES,,0.0,0.01,34.0,,0.090909091
2020-09-10,September,2020,RIS,0.974241536,9.866666667,0.02,44.0,638.2601184600197,0.021276596
2020-09-10,September,2020,SCS,,6.566666667000001,0.0,41.0,,
2020-09-10,September,2020,WISE,0.9505651959999999,11.76666667,0.04,29.0,650.797546989487,0.0070671380000000015
2020-09-11,September,2020,Client Transactions,0.7991117090000001,222.16666669999998,0.0,92.0,802.3706830391404,0.048780488
2020-09-11,September,2020,Participant Transactions,0.168856142,320.9166667,0.01,88.0,455.9351620947631,0.029850746
2020-09-11,September,2020,RAM,0.5930644829999999,227.16666669999998,0.09,78.0,1559.3849246231155,0.019417476
2020-09-11,September,2020,RCS PHONES,,3.1,0.0,36.0,,0.090909091
2020-09-11,September,2020,RIS,1.011098165,26.43333333,0.04,47.0,649.3380281690141,0.021276596
2020-09-11,September,2020,SCS,,12.75,0.03,42.0,,
2020-09-11,September,2020,WISE,0.9133916470000001,52.68333333,0.05,33.0,662.8361923982509,0.0070671380000000015
2020-09-14,September,2020,Client Transactions,0.948241619,0.0,0.0,20.0,488.0408472012103,0.048780488
2020-09-14,September,2020,Participant Transactions,0.96350274,0.75,0.02,23.0,582.2254356692622,0.029850746
2020-09-14,September,2020,RAM,0.9708145429999999,0.0,0.04,25.0,1051.2945340149429,0.019417476
2020-09-14,September,2020,RCS PHONES,,4.833333333,0.03,24.0,,0.090909091
2020-09-14,September,2020,RIS,1.023628,31.46666667,0.03,27.0,684.4165656565657,0.021276596
2020-09-14,September,2020,SCS,,2.4,0.08,28.0,,
2020-09-14,September,2020,WISE,0.926243831,29.48333333,0.06,26.0,691.6888456392167,0.0070671380000000015
2020-09-15,September,2020,Client Transactions,1.041664935,0.0,0.0,27.0,364.8495675065814,0.048780488
2020-09-15,September,2020,Participant Transactions,0.9174706109999999,0.0,0.01,26.0,536.1132437619962,0.029850746
2020-09-15,September,2020,RAM,0.932738126,0.41666666700000005,0.03,34.0,1029.4535941765241,0.019417476
2020-09-15,September,2020,RCS PHONES,,3.233333333,0.05,41.0,,0.090909091
2020-09-15,September,2020,RIS,0.996545287,19.03333333,0.01,43.0,661.3439080459771,0.021276596
2020-09-15,September,2020,SCS,,11.81666667,0.02,45.0,,
2020-09-15,September,2020,WISE,0.96163489,17.83333333,0.06,34.0,684.6518639536611,0.0070671380000000015
2020-09-16,September,2020,Client Transactions,0.904877288,0.0,0.0,14.0,490.6864147088866,0.048780488
2020-09-16,September,2020,Participant Transactions,0.919577231,0.0,0.02,26.0,601.9730709476955,0.029850746
2020-09-16,September,2020,RAM,0.938888889,0.0,0.01,40.0,1018.6366001734606,0.019417476
2020-09-16,September,2020,RCS PHONES,,0.5166666670000001,0.03,32.0,,0.090909091
2020-09-16,September,2020,RIS,1.038450604,23.65,0.02,45.0,648.2234413965087,0.021276596
2020-09-16,September,2020,SCS,,12.38333333,0.0,48.0,,
2020-09-16,September,2020,WISE,0.947299365,10.5,0.04,34.0,685.5135786598104,0.0070671380000000015
2020-09-17,September,2020,Client Transactions,0.958667075,0.0,0.0,15.0,621.5843520782396,0.048780488
2020-09-17,September,2020,Participant Transactions,0.9710909679999999,0.0,0.03,32.0,608.0582838640044,0.029850746
2020-09-17,September,2020,RAM,0.970437333,0.0,0.01,35.0,1181.4300254452926,0.019417476
2020-09-17,September,2020,RCS PHONES,,1.266666667,0.0,36.0,,0.090909091
2020-09-17,September,2020,RIS,0.997403762,9.633333333,0.06,50.0,653.7863585118376,0.021276596
2020-09-17,September,2020,SCS,,12.7,0.02,47.0,,
2020-09-17,September,2020,WISE,0.943084859,4.6,0.05,36.0,659.4691798267958,0.0070671380000000015
2020-09-18,September,2020,Client Transactions,0.974411267,0.0,0.0,15.0,419.58028169014085,0.048780488
2020-09-18,September,2020,Participant Transactions,0.8950857409999999,0.0,0.05,31.0,605.670349907919,0.029850746
2020-09-18,September,2020,RAM,0.979648028,3.833333333,0.0,35.0,1107.8456610366918,0.019417476
2020-09-18,September,2020,RCS PHONES,,3.916666667,0.0,35.0,,0.090909091
2020-09-18,September,2020,RIS,1.044454822,17.86666667,0.03,47.0,654.5883289124669,0.021276596
2020-09-18,September,2020,SCS,,1.716666667,0.03,47.0,,
2020-09-18,September,2020,WISE,0.950878783,14.98333333,0.06,37.0,669.4714095744681,0.0070671380000000015
2020-09-21,September,2020,Client Transactions,0.9506340459999999,0.0,0.02,22.0,393.2873322147651,0.048780488
2020-09-21,September,2020,Participant Transactions,0.999626832,0.0,0.04,27.0,616.7296511627907,0.029850746
2020-09-21,September,2020,RAM,0.951419943,1.8333333330000001,0.01,24.0,1253.4924753502855,0.019417476
2020-09-21,September,2020,RCS PHONES,,2.583333333,0.0,30.0,,0.090909091
2020-09-21,September,2020,RIS,0.95418858,26.9,0.11,34.0,649.5668789808917,0.021276596
2020-09-21,September,2020,SCS,,5.816666667000001,0.07,32.0,,
2020-09-21,September,2020,WISE,0.899015693,11.95,0.05,25.0,680.4756489493202,0.0070671380000000015
2020-09-22,September,2020,Client Transactions,0.991634105,0.0,0.0,30.0,454.90899526564965,0.048780488
2020-09-22,September,2020,Participant Transactions,0.9953664740000001,2.75,0.01,24.0,676.2671721677074,0.029850746
2020-09-22,September,2020,RAM,0.963616039,3.083333333,0.0,35.0,1186.0472249269717,0.019417476
2020-09-22,September,2020,RCS PHONES,,2.583333333,0.01,38.0,,0.090909091
2020-09-22,September,2020,RIS,0.9530672809999999,28.83333333,0.06,44.0,643.199806949807,0.021276596
2020-09-22,September,2020,SCS,,2.5,0.02,47.0,,
2020-09-22,September,2020,WISE,0.939773635,10.53333333,0.05,31.0,651.0500452215857,0.0070671380000000015
2020-09-23,September,2020,Client Transactions,0.9705430829999999,0.0,0.0,16.0,573.2005509641873,0.048780488
2020-09-23,September,2020,Participant Transactions,0.9657082229999999,0.0,0.01,28.0,704.024780588539,0.029850746
2020-09-23,September,2020,RAM,0.962713785,0.0,0.02,36.0,1168.422932330827,0.019417476
2020-09-23,September,2020,RCS PHONES,,1.316666667,0.0,39.0,,0.090909091
2020-09-23,September,2020,RIS,0.9661928540000001,9.95,0.06,46.0,616.9559286463799,0.021276596
2020-09-23,September,2020,SCS,,1.3666666669999998,0.0,52.0,,
2020-09-23,September,2020,WISE,0.923242363,7.333333333,0.05,32.0,665.7836734693877,0.0070671380000000015
2020-09-24,September,2020,Client Transactions,1.01205232,0.0,0.0,19.0,601.1782407407408,0.048780488
2020-09-24,September,2020,Participant Transactions,0.948468758,0.0,0.02,28.0,569.3195266272189,0.029850746
2020-09-24,September,2020,RAM,0.9659069920000001,0.0,0.03,29.0,1029.3763440860216,0.019417476
2020-09-24,September,2020,RCS PHONES,,2.45,0.0,48.0,,0.090909091
2020-09-24,September,2020,RIS,0.9383613759999999,13.5,0.01,32.0,607.9231200897867,0.021276596
2020-09-24,September,2020,SCS,,2.75,0.01,53.0,,
2020-09-24,September,2020,WISE,0.94859999,10.18333333,0.03,30.0,658.1801011804384,0.0070671380000000015
2020-09-25,September,2020,Client Transactions,0.905271768,0.0,0.0,21.0,442.54849187935037,0.048780488
2020-09-25,September,2020,Participant Transactions,0.9397394720000001,0.0,0.03,32.0,637.5397536394177,0.029850746
2020-09-25,September,2020,RAM,0.97565639,0.916666667,0.01,31.0,1212.090047393365,0.019417476
2020-09-25,September,2020,RCS PHONES,,2.166666667,0.05,45.0,,0.090909091
2020-09-25,September,2020,RIS,0.987222843,15.98333333,0.05,35.0,606.9522058823529,0.021276596
2020-09-25,September,2020,SCS,,0.9,0.02,47.0,,
2020-09-25,September,2020,WISE,0.961221268,3.666666667,0.07,35.0,671.4402472527472,0.0070671380000000015
2020-09-28,September,2020,Client Transactions,0.995077106,0.0,0.0,22.0,407.61176470588236,0.048780488
2020-09-28,September,2020,Participant Transactions,0.9754990240000001,0.0,0.04,27.0,609.1131126937579,0.029850746
2020-09-28,September,2020,RAM,0.974891775,1.166666667,0.01,30.0,1146.9686948853616,0.019417476
2020-09-28,September,2020,RCS PHONES,,2.0,0.02,27.0,,0.090909091
2020-09-28,September,2020,RIS,0.977474955,18.53333333,0.06,26.0,642.0736491487787,0.021276596
2020-09-28,September,2020,SCS,,11.3,0.1,24.0,,
2020-09-28,September,2020,WISE,0.942401035,16.76666667,0.07,26.0,651.9078088273701,0.0070671380000000015
2020-09-29,September,2020,Client Transactions,1.062244131,0.0,0.0,26.0,506.5952380952381,0.048780488
2020-09-29,September,2020,Participant Transactions,0.9775114779999999,0.0,0.02,24.0,668.2894033837935,0.029850746
2020-09-29,September,2020,RAM,0.9815205990000001,0.75,0.01,35.0,1128.6441689623507,0.019417476
2020-09-29,September,2020,RCS PHONES,,2.166666667,0.0,34.0,,0.090909091
2020-09-29,September,2020,RIS,0.974800545,14.83333333,0.04,31.0,621.6223958333334,0.021276596
2020-09-29,September,2020,SCS,,2.85,0.04,37.0,,
2020-09-29,September,2020,WISE,0.9600225790000001,2.616666667,0.04,30.0,650.6446306169079,0.0070671380000000015
2020-09-30,September,2020,Client Transactions,0.9741045229999999,0.0,0.0,17.0,498.3657975460123,0.048780488
2020-09-30,September,2020,Participant Transactions,0.9756134740000001,0.0,0.01,22.0,825.7168316831683,0.029850746
2020-09-30,September,2020,RAM,0.9700765140000001,1.5,0.04,40.0,1034.589877835951,0.019417476
2020-09-30,September,2020,RCS PHONES,,0.316666667,0.01,27.0,,0.090909091
2020-09-30,September,2020,RIS,1.044463178,18.3,0.04,31.0,627.432879377432,0.021276596
2020-09-30,September,2020,SCS,,4.666666667,0.01,35.0,,
2020-09-30,September,2020,WISE,0.964070323,9.183333333,0.03,29.0,643.799466917529,0.0070671380000000015
2020-10-01,October,2020,Client Transactions,0.915721487,0.0,0.0,19.0,479.053651266766,0.047619048
2020-10-01,October,2020,Participant Transactions,0.960300752,0.0,0.0,25.0,612.289843104872,0.031746032
2020-10-01,October,2020,RAM,0.935354777,1.7,0.0,37.0,1274.189009947892,0.02
2020-10-01,October,2020,RCS PHONES,,2.55,0.05,31.0,,0.095238095
2020-10-01,October,2020,RIS,0.9533967940000001,10.4,0.04,30.0,587.5769841269841,0.022988506
2020-10-01,October,2020,SCS,,7.3833333329999995,0.02,36.0,,
2020-10-01,October,2020,WISE,0.958714232,14.43333333,0.04,32.0,640.936,0.007168459
2020-10-02,October,2020,Client Transactions,0.9665269390000001,0.0,0.0,24.0,387.95588830433024,0.047619048
2020-10-02,October,2020,Participant Transactions,0.949894303,0.0,0.06,31.0,657.308266932271,0.031746032
2020-10-02,October,2020,RAM,0.9482857140000001,0.0,0.01,29.0,1300.8224824355973,0.02
2020-10-02,October,2020,RCS PHONES,,0.0,0.05,39.0,,0.095238095
2020-10-02,October,2020,RIS,1.03655641,7.433333332999999,0.05,39.0,616.418730301666,0.022988506
2020-10-02,October,2020,SCS,,4.6,0.06,43.0,,
2020-10-02,October,2020,WISE,0.961959639,5.766666667000001,0.05,32.0,651.6590873451466,0.007168459
2020-10-05,October,2020,Client Transactions,0.960703005,0.0,0.0,21.0,485.61641221374043,0.047619048
2020-10-05,October,2020,Participant Transactions,0.9597369579999999,0.0,0.02,23.0,638.2626137303556,0.031746032
2020-10-05,October,2020,RAM,0.9669445870000001,2.0333333330000003,0.06,28.0,1288.7691975841242,0.02
2020-10-05,October,2020,RCS PHONES,,6.016666667000001,0.01,20.0,,0.095238095
2020-10-05,October,2020,RIS,0.974849636,23.53333333,0.03,25.0,683.5759668508288,0.022988506
2020-10-05,October,2020,SCS,,7.75,0.05,21.0,,
2020-10-05,October,2020,WISE,0.931920822,16.76666667,0.08,25.0,642.1717755246405,0.007168459
